date,site_id,region,behavior,cement_type,planned_pour_tonnes,consumed_tonnes,opening_inventory_tonnes,deliveries_tonnes,closing_inventory_tonnes,rain_mm,avg_temp_c,silo_capacity
2023-03-20,SITE_007,East,aggressive,CEM_II,52.7,21.6,0.0,21.6,0.0,5.62,9.51,485
2023-03-21,SITE_007,East,aggressive,CEM_II,51.91,22.3,0.0,22.3,0.0,8.06,19.44,485
2023-03-22,SITE_007,East,aggressive,CEM_I,46.77,46.77,0.0,47.64,0.87,4.87,19.71,485
2023-03-23,SITE_007,East,aggressive,CEM_I,58.65,34.38,0.87,33.51,0.0,9.63,21.44,485
2023-03-24,SITE_007,East,aggressive,CEM_I,57.82,26.43,0.0,26.43,0.0,6.59,18.85,485
2023-03-25,SITE_007,East,aggressive,CEM_III,56.37,0.0,0.0,18.94,18.94,24.65,18.47,485
2023-03-26,SITE_007,East,aggressive,CEM_II,57.29,57.29,18.94,43.63,5.28,0.17,11.26,485
2023-03-27,SITE_007,East,aggressive,CEM_III,51.39,29.23,5.28,23.95,0.0,5.1,18.35,485
2023-03-28,SITE_007,East,aggressive,CEM_II,42.85,29.93,0.0,29.93,0.0,1.08,14.56,485
2023-03-29,SITE_007,East,aggressive,CEM_I,58.09,32.66,0.0,32.66,0.0,14.07,17.39,485
2023-03-30,SITE_007,East,aggressive,CEM_I,34.43,29.71,0.0,29.71,0.0,5.51,16.29,485
2023-03-31,SITE_007,East,aggressive,CEM_III,37.22,12.36,0.0,12.36,0.0,5.03,14.72,485
2023-04-01,SITE_007,East,aggressive,CEM_I,0.0,0.0,0.0,37.64,37.64,2.85,31.62,485
2023-04-02,SITE_007,East,aggressive,CEM_III,57.73,57.73,37.64,47.24,27.15,2.49,27.55,485
2023-04-03,SITE_007,East,aggressive,CEM_III,45.92,45.92,27.15,46.34,27.57,3.2,13.91,485
2023-04-04,SITE_007,East,aggressive,CEM_III,43.05,43.05,27.57,33.71,18.23,5.51,23.37,485
2023-04-05,SITE_007,East,aggressive,CEM_III,46.79,46.79,18.23,38.8,10.24,5.77,20.92,485
2023-04-06,SITE_007,East,aggressive,CEM_III,36.39,27.14,10.24,16.9,0.0,3.36,24.2,485
2023-04-07,SITE_007,East,aggressive,CEM_I,30.6,30.6,0.0,32.94,2.34,11.55,15.98,485
2023-04-08,SITE_007,East,aggressive,CEM_II,48.43,48.43,2.34,48.08,1.99,7.16,17.61,485
2023-04-09,SITE_007,East,aggressive,CEM_I,33.59,30.33,1.99,28.34,0.0,2.11,27.33,485
2023-04-10,SITE_007,East,aggressive,CEM_III,30.04,17.26,0.0,17.26,0.0,3.25,10.78,485
2023-04-11,SITE_007,East,aggressive,CEM_III,48.09,45.5,0.0,45.5,0.0,1.6,25.38,485
2023-04-12,SITE_007,East,aggressive,CEM_II,43.46,25.38,0.0,25.38,0.0,7.2,14.1,485
2023-04-13,SITE_007,East,aggressive,CEM_I,35.47,18.67,0.0,18.67,0.0,1.25,14.05,485
2023-04-14,SITE_007,East,aggressive,CEM_II,41.1,30.45,0.0,30.45,0.0,0.08,16.17,485
2023-04-15,SITE_007,East,aggressive,CEM_I,34.77,0.0,0.0,23.15,23.15,21.62,27.57,485
2023-04-16,SITE_007,East,aggressive,CEM_II,46.61,46.61,23.15,24.58,1.12,8.9,17.97,485
2023-04-17,SITE_007,East,aggressive,CEM_II,34.75,15.8,1.12,14.68,0.0,0.45,24.68,485
2023-04-18,SITE_007,East,aggressive,CEM_III,38.88,19.77,0.0,19.77,0.0,4.79,21.28,485
2023-04-19,SITE_007,East,aggressive,CEM_II,47.11,14.7,0.0,14.7,0.0,14.29,17.97,485
2023-04-20,SITE_007,East,aggressive,CEM_III,52.46,26.17,0.0,26.17,0.0,9.12,18.58,485
2023-04-21,SITE_007,East,aggressive,CEM_III,34.92,32.28,0.0,32.28,0.0,1.45,26.8,485
2023-04-22,SITE_007,East,aggressive,CEM_II,0.0,0.0,0.0,12.93,12.93,0.21,25.7,485
2023-04-23,SITE_007,East,aggressive,CEM_I,46.07,30.94,12.93,18.01,0.0,12.89,23.36,485
2023-04-24,SITE_007,East,aggressive,CEM_III,43.24,35.83,0.0,35.83,0.0,9.7,18.27,485
2023-04-25,SITE_007,East,aggressive,CEM_II,59.59,32.46,0.0,32.46,0.0,1.55,16.18,485
2023-04-26,SITE_007,East,aggressive,CEM_I,48.73,32.83,0.0,32.83,0.0,4.04,22.57,485
2023-04-27,SITE_007,East,aggressive,CEM_III,36.12,36.12,0.0,41.64,5.52,3.57,19.0,485
2023-04-28,SITE_007,East,aggressive,CEM_II,33.47,25.32,5.52,19.8,0.0,12.55,28.71,485
2023-04-29,SITE_007,East,aggressive,CEM_II,45.38,24.96,0.0,24.96,0.0,8.96,14.61,485
2023-04-30,SITE_007,East,aggressive,CEM_II,52.17,26.26,0.0,26.26,0.0,0.55,14.39,485
2023-05-01,SITE_007,East,aggressive,CEM_III,43.63,24.95,0.0,24.95,0.0,11.83,9.42,485
2023-05-02,SITE_007,East,aggressive,CEM_III,49.63,21.26,0.0,21.26,0.0,0.49,23.76,485
2023-05-03,SITE_007,East,aggressive,CEM_I,46.69,46.69,0.0,47.82,1.13,1.47,19.14,485
2023-05-04,SITE_007,East,aggressive,CEM_I,41.31,22.01,1.13,20.88,0.0,0.71,15.9,485
2023-05-05,SITE_007,East,aggressive,CEM_I,56.54,27.42,0.0,27.42,0.0,9.85,14.96,485
2023-05-06,SITE_007,East,aggressive,CEM_II,36.86,36.86,0.0,44.86,8.0,1.58,27.47,485
2023-05-07,SITE_007,East,aggressive,CEM_I,34.67,0.0,8.0,49.88,57.88,21.89,24.68,485
2023-05-08,SITE_007,East,aggressive,CEM_II,39.31,39.31,57.88,42.95,61.52,3.21,22.98,485
2023-05-09,SITE_007,East,aggressive,CEM_II,58.28,58.28,61.52,34.77,38.01,3.45,7.41,485
2023-05-10,SITE_007,East,aggressive,CEM_I,46.68,46.68,38.01,25.55,16.88,0.59,17.98,485
2023-05-11,SITE_007,East,aggressive,CEM_I,57.9,53.94,16.88,37.06,0.0,4.85,13.56,485
2023-05-12,SITE_007,East,aggressive,CEM_II,48.15,18.34,0.0,18.34,0.0,7.49,14.56,485
2023-05-13,SITE_007,East,aggressive,CEM_I,52.74,11.76,0.0,11.76,0.0,2.87,13.7,485
2023-05-14,SITE_007,East,aggressive,CEM_III,56.54,33.92,0.0,33.92,0.0,3.7,8.02,485
2023-05-15,SITE_007,East,aggressive,CEM_II,49.98,19.55,0.0,19.55,0.0,13.26,23.52,485
2023-05-16,SITE_007,East,aggressive,CEM_II,34.05,12.51,0.0,12.51,0.0,4.42,15.2,485
2023-05-17,SITE_007,East,aggressive,CEM_I,49.39,37.09,0.0,37.09,0.0,0.14,15.85,485
2023-05-18,SITE_007,East,aggressive,CEM_I,49.05,21.07,0.0,21.07,0.0,3.35,15.65,485
2023-05-19,SITE_007,East,aggressive,CEM_II,57.79,13.62,0.0,13.62,0.0,8.44,18.18,485
2023-05-20,SITE_007,East,aggressive,CEM_I,56.55,19.56,0.0,19.56,0.0,8.1,19.18,485
2023-05-21,SITE_007,East,aggressive,CEM_I,34.23,34.23,0.0,42.85,8.62,6.8,22.75,485
2023-05-22,SITE_007,East,aggressive,CEM_II,47.07,38.09,8.62,29.47,0.0,6.61,11.17,485
2023-05-23,SITE_007,East,aggressive,CEM_I,44.66,39.93,0.0,39.93,0.0,0.36,14.55,485
2023-05-24,SITE_007,East,aggressive,CEM_II,52.63,44.41,0.0,44.41,0.0,9.23,14.05,485
2023-05-25,SITE_007,East,aggressive,CEM_I,32.03,32.03,0.0,33.66,1.63,3.06,22.34,485
2023-05-26,SITE_007,East,aggressive,CEM_II,0.0,0.0,1.63,10.61,12.24,9.69,11.42,485
2023-05-27,SITE_007,East,aggressive,CEM_I,40.18,33.51,12.24,21.27,0.0,10.01,9.44,485
2023-05-28,SITE_007,East,aggressive,CEM_II,45.03,37.96,0.0,37.96,0.0,1.99,21.35,485
2023-05-29,SITE_007,East,aggressive,CEM_II,46.31,44.67,0.0,44.67,0.0,9.65,7.94,485
2023-05-30,SITE_007,East,aggressive,CEM_II,44.8,32.91,0.0,41.14,8.23,1.47,32.22,485
2023-05-31,SITE_007,East,aggressive,CEM_II,30.12,24.22,8.23,15.99,0.0,2.67,11.35,485
2023-06-01,SITE_007,East,aggressive,CEM_I,31.2,31.2,0.0,44.48,13.28,0.8,12.51,485
2023-06-02,SITE_007,East,aggressive,CEM_I,38.75,38.75,13.28,46.37,20.9,3.04,20.14,485
2023-06-03,SITE_007,East,aggressive,CEM_III,54.79,32.74,20.9,11.84,0.0,1.85,13.34,485
2023-06-04,SITE_007,East,aggressive,CEM_III,31.43,31.43,0.0,47.64,16.21,1.17,13.41,485
2023-06-05,SITE_007,East,aggressive,CEM_I,33.85,30.69,16.21,14.48,0.0,0.2,13.63,485
2023-06-06,SITE_007,East,aggressive,CEM_II,52.66,15.98,0.0,15.98,0.0,5.71,13.97,485
2023-06-07,SITE_007,East,aggressive,CEM_III,32.87,32.87,0.0,35.97,3.1,1.64,16.5,485
2023-06-08,SITE_007,East,aggressive,CEM_II,53.11,36.47,3.1,33.37,0.0,0.86,15.99,485
2023-06-09,SITE_007,East,aggressive,CEM_I,46.83,46.83,0.0,49.53,2.7,7.25,9.54,485
2023-06-10,SITE_007,East,aggressive,CEM_II,53.9,37.28,2.7,34.58,0.0,3.37,21.14,485
2023-06-11,SITE_007,East,aggressive,CEM_II,55.31,40.13,0.0,40.13,0.0,2.51,11.19,485
2023-06-12,SITE_007,East,aggressive,CEM_I,49.59,32.74,0.0,32.74,0.0,7.19,5.74,485
2023-06-13,SITE_007,East,aggressive,CEM_II,31.09,31.09,0.0,36.2,5.11,1.57,11.14,485
2023-06-14,SITE_007,East,aggressive,CEM_III,59.88,26.17,5.11,21.06,0.0,1.37,19.19,485
2023-06-15,SITE_007,East,aggressive,CEM_III,34.81,17.17,0.0,17.17,0.0,0.47,23.28,485
2023-06-16,SITE_007,East,aggressive,CEM_II,55.13,49.12,0.0,49.12,0.0,1.25,10.53,485
2023-06-17,SITE_007,East,aggressive,CEM_I,33.71,0.0,0.0,36.77,36.77,19.87,6.39,485
2023-06-18,SITE_007,East,aggressive,CEM_III,51.56,51.56,36.77,18.28,3.49,5.46,13.66,485
2023-06-19,SITE_007,East,aggressive,CEM_III,34.84,16.35,3.49,12.86,0.0,8.42,4.59,485
2023-06-20,SITE_007,East,aggressive,CEM_I,51.96,17.78,0.0,17.78,0.0,2.18,9.85,485
2023-06-21,SITE_007,East,aggressive,CEM_II,48.52,34.08,0.0,34.08,0.0,3.51,9.93,485
2023-06-22,SITE_007,East,aggressive,CEM_III,40.2,0.0,0.0,10.96,10.96,35.33,19.58,485
2023-06-23,SITE_007,East,aggressive,CEM_I,47.51,26.36,10.96,15.4,0.0,0.82,15.3,485
2023-06-24,SITE_007,East,aggressive,CEM_III,48.74,15.87,0.0,15.87,0.0,3.19,15.43,485
2023-06-25,SITE_007,East,aggressive,CEM_II,43.38,17.24,0.0,17.24,0.0,0.81,15.87,485
2023-06-26,SITE_007,East,aggressive,CEM_I,32.47,28.04,0.0,28.04,0.0,1.97,17.38,485
2023-06-27,SITE_007,East,aggressive,CEM_II,44.17,18.38,0.0,18.38,0.0,6.27,3.3,485
2023-06-28,SITE_007,East,aggressive,CEM_III,52.79,24.81,0.0,24.81,0.0,11.69,16.64,485
2023-06-29,SITE_007,East,aggressive,CEM_II,48.55,13.43,0.0,13.43,0.0,6.3,18.12,485
2023-06-30,SITE_007,East,aggressive,CEM_III,51.53,33.78,0.0,33.78,0.0,2.07,18.52,485
2023-07-01,SITE_007,East,aggressive,CEM_I,34.61,34.61,0.0,44.41,9.8,1.42,9.66,485
2023-07-02,SITE_007,East,aggressive,CEM_I,40.69,0.0,9.8,39.6,49.4,20.16,7.18,485
2023-07-03,SITE_007,East,aggressive,CEM_I,39.25,39.25,49.4,13.71,23.86,1.11,12.09,485
2023-07-04,SITE_007,East,aggressive,CEM_I,37.81,37.81,23.86,32.44,18.49,1.77,18.87,485
2023-07-05,SITE_007,East,aggressive,CEM_III,54.93,39.55,18.49,21.06,0.0,0.92,11.43,485
2023-07-06,SITE_007,East,aggressive,CEM_I,59.55,19.52,0.0,19.52,0.0,0.09,7.78,485
2023-07-07,SITE_007,East,aggressive,CEM_II,48.21,48.13,0.0,48.13,0.0,6.71,6.25,485
2023-07-08,SITE_007,East,aggressive,CEM_III,56.49,26.99,0.0,26.99,0.0,0.57,1.85,485
2023-07-09,SITE_007,East,aggressive,CEM_II,49.53,16.16,0.0,20.19,4.03,5.52,-1.09,485
2023-07-10,SITE_007,East,aggressive,CEM_II,50.48,22.69,4.03,18.66,0.0,1.41,6.06,485
2023-07-11,SITE_007,East,aggressive,CEM_II,31.29,24.14,0.0,24.14,0.0,10.78,3.21,485
2023-07-12,SITE_007,East,aggressive,CEM_I,33.05,33.05,0.0,45.43,12.38,2.1,7.81,485
2023-07-13,SITE_007,East,aggressive,CEM_II,51.19,51.19,12.38,47.44,8.63,1.73,7.54,485
2023-07-14,SITE_007,East,aggressive,CEM_III,43.37,31.26,8.63,22.63,0.0,6.59,2.51,485
2023-07-15,SITE_007,East,aggressive,CEM_III,39.97,39.97,0.0,48.33,8.36,8.62,6.03,485
2023-07-16,SITE_007,East,aggressive,CEM_I,59.41,52.8,8.36,44.44,0.0,9.97,1.85,485
2023-07-17,SITE_007,East,aggressive,CEM_III,32.84,21.7,0.0,21.7,0.0,10.94,9.99,485
2023-07-18,SITE_007,East,aggressive,CEM_III,41.36,39.77,0.0,39.77,0.0,2.12,3.46,485
2023-07-19,SITE_007,East,aggressive,CEM_II,30.91,30.91,0.0,38.86,7.95,1.98,14.43,485
2023-07-20,SITE_007,East,aggressive,CEM_II,50.83,22.78,7.95,14.83,0.0,4.47,7.51,485
2023-07-21,SITE_007,East,aggressive,CEM_II,54.21,29.68,0.0,29.68,0.0,3.68,2.02,485
2023-07-22,SITE_007,East,aggressive,CEM_I,33.12,11.52,0.0,11.52,0.0,8.97,9.1,485
2023-07-23,SITE_007,East,aggressive,CEM_I,32.79,32.79,0.0,49.35,16.56,0.78,6.18,485
2023-07-24,SITE_007,East,aggressive,CEM_I,42.6,26.94,16.56,10.38,0.0,5.29,6.92,485
2023-07-25,SITE_007,East,aggressive,CEM_I,51.11,15.04,0.0,18.8,3.76,0.27,-4.16,485
2023-07-26,SITE_007,East,aggressive,CEM_I,59.29,36.09,3.76,32.33,0.0,2.41,5.61,485
2023-07-27,SITE_007,East,aggressive,CEM_I,45.51,17.37,0.0,21.72,4.35,0.25,-1.31,485
2023-07-28,SITE_007,East,aggressive,CEM_II,49.82,33.79,4.35,29.44,0.0,4.81,6.16,485
2023-07-29,SITE_007,East,aggressive,CEM_III,39.71,10.83,0.0,10.83,0.0,7.6,5.24,485
2023-07-30,SITE_007,East,aggressive,CEM_III,32.76,16.01,0.0,16.01,0.0,0.39,6.48,485
2023-07-31,SITE_007,East,aggressive,CEM_I,48.8,46.7,0.0,46.7,0.0,4.18,6.63,485
2023-08-01,SITE_007,East,aggressive,CEM_III,57.97,22.23,0.0,22.23,0.0,5.86,13.85,485
2023-08-02,SITE_007,East,aggressive,CEM_III,32.65,32.65,0.0,47.7,15.05,1.64,7.08,485
2023-08-03,SITE_007,East,aggressive,CEM_II,58.31,34.2,15.05,19.15,0.0,7.58,8.97,485
2023-08-04,SITE_007,East,aggressive,CEM_III,41.01,41.01,0.0,41.28,0.27,3.28,5.12,485
2023-08-05,SITE_007,East,aggressive,CEM_II,58.21,0.0,0.27,13.77,14.04,22.42,2.45,485
2023-08-06,SITE_007,East,aggressive,CEM_II,59.77,32.61,14.04,18.57,0.0,7.34,10.1,485
2023-08-07,SITE_007,East,aggressive,CEM_III,57.38,16.44,0.0,16.44,0.0,4.41,2.84,485
2023-08-08,SITE_007,East,aggressive,CEM_III,41.44,33.15,0.0,44.74,11.59,8.04,-1.38,485
2023-08-09,SITE_007,East,aggressive,CEM_III,43.46,43.46,11.59,42.39,10.52,3.88,1.48,485
2023-08-10,SITE_007,East,aggressive,CEM_I,50.05,40.04,10.52,39.78,10.26,2.21,-2.55,485
2023-08-11,SITE_007,East,aggressive,CEM_II,38.59,37.39,10.26,27.13,0.0,0.1,10.31,485
2023-08-12,SITE_007,East,aggressive,CEM_I,51.55,11.62,0.0,14.52,2.9,1.83,-0.05,485
2023-08-13,SITE_007,East,aggressive,CEM_II,56.79,20.27,2.9,17.37,0.0,12.91,0.59,485
2023-08-14,SITE_007,East,aggressive,CEM_III,38.8,25.98,0.0,25.98,0.0,6.08,0.72,485
2023-08-15,SITE_007,East,aggressive,CEM_III,57.32,22.71,0.0,22.71,0.0,6.96,8.16,485
2023-08-16,SITE_007,East,aggressive,CEM_III,49.0,32.75,0.0,40.94,8.19,1.64,-3.27,485
2023-08-17,SITE_007,East,aggressive,CEM_II,30.35,17.38,8.19,13.54,4.35,8.75,-0.93,485
2023-08-18,SITE_007,East,aggressive,CEM_II,33.91,33.91,4.35,46.78,17.22,9.33,3.35,485
2023-08-19,SITE_007,East,aggressive,CEM_II,57.03,44.48,17.22,38.39,11.13,1.53,-2.11,485
2023-08-20,SITE_007,East,aggressive,CEM_III,31.6,31.6,11.13,49.63,29.16,1.72,10.45,485
2023-08-21,SITE_007,East,aggressive,CEM_I,56.76,45.41,29.16,28.34,12.09,6.89,-2.07,485
2023-08-22,SITE_007,East,aggressive,CEM_I,34.55,24.4,12.09,12.31,0.0,0.31,5.57,485
2023-08-23,SITE_007,East,aggressive,CEM_I,49.91,22.84,0.0,28.55,5.71,6.84,-3.62,485
2023-08-24,SITE_007,East,aggressive,CEM_III,58.36,24.28,5.71,18.57,0.0,0.97,4.42,485
2023-08-25,SITE_007,East,aggressive,CEM_I,59.46,20.83,0.0,20.83,0.0,8.51,3.78,485
2023-08-26,SITE_007,East,aggressive,CEM_I,33.35,24.52,0.0,24.52,0.0,8.6,3.45,485
2023-08-27,SITE_007,East,aggressive,CEM_I,57.84,37.92,0.0,47.41,9.49,1.5,-5.0,485
2023-08-28,SITE_007,East,aggressive,CEM_I,48.8,30.12,9.49,20.63,0.0,8.59,1.38,485
2023-08-29,SITE_007,East,aggressive,CEM_II,48.04,25.37,0.0,25.37,0.0,2.74,0.54,485
2023-08-30,SITE_007,East,aggressive,CEM_I,35.67,28.54,0.0,36.75,8.21,7.79,-4.05,485
2023-08-31,SITE_007,East,aggressive,CEM_I,54.92,53.01,8.21,44.8,0.0,1.97,7.81,485
2023-09-01,SITE_007,East,aggressive,CEM_II,31.45,28.65,0.0,28.65,0.0,2.0,1.38,485
2023-09-02,SITE_007,East,aggressive,CEM_II,46.86,0.0,0.0,40.95,40.95,16.65,7.15,485
2023-09-03,SITE_007,East,aggressive,CEM_II,42.34,33.87,40.95,17.39,24.47,7.66,-3.37,485
2023-09-04,SITE_007,East,aggressive,CEM_I,49.24,49.24,24.47,40.74,15.97,2.63,4.58,485
2023-09-05,SITE_007,East,aggressive,CEM_I,32.76,32.76,15.97,31.36,14.57,7.58,6.55,485
2023-09-06,SITE_007,East,aggressive,CEM_III,54.9,23.56,14.57,14.88,5.89,1.38,-1.78,485
2023-09-07,SITE_007,East,aggressive,CEM_I,41.59,33.05,5.89,35.42,8.26,0.21,-2.52,485
2023-09-08,SITE_007,East,aggressive,CEM_III,57.17,22.42,8.26,14.16,0.0,0.63,6.42,485
2023-09-09,SITE_007,East,aggressive,CEM_II,31.72,18.83,0.0,18.83,0.0,4.55,7.4,485
2023-09-10,SITE_007,East,aggressive,CEM_II,59.4,19.19,0.0,19.19,0.0,6.05,3.77,485
2023-09-11,SITE_007,East,aggressive,CEM_II,49.78,23.41,0.0,29.26,5.85,3.43,-3.1,485
2023-09-12,SITE_007,East,aggressive,CEM_II,35.19,28.16,5.85,29.67,7.36,0.69,-5.0,485
2023-09-13,SITE_007,East,aggressive,CEM_I,34.73,27.78,7.36,46.6,26.18,14.76,-5.0,485
2023-09-14,SITE_007,East,aggressive,CEM_II,40.5,40.5,26.18,43.55,29.23,0.77,7.54,485
2023-09-15,SITE_007,East,aggressive,CEM_II,58.64,33.7,29.23,12.89,8.42,0.74,-5.0,485
2023-09-16,SITE_007,East,aggressive,CEM_I,38.19,16.93,8.42,12.74,4.23,6.07,-5.0,485
2023-09-17,SITE_007,East,aggressive,CEM_III,50.81,48.49,4.23,44.26,0.0,4.48,7.22,485
2023-09-18,SITE_007,East,aggressive,CEM_I,46.03,44.04,0.0,44.04,0.0,10.55,0.2,485
2023-09-19,SITE_007,East,aggressive,CEM_I,47.72,17.56,0.0,21.95,4.39,10.54,-1.91,485
2023-09-20,SITE_007,East,aggressive,CEM_I,55.46,22.6,4.39,23.85,5.64,2.33,-0.04,485
2023-09-21,SITE_007,East,aggressive,CEM_II,38.52,23.85,5.64,18.21,0.0,0.38,4.78,485
2023-09-22,SITE_007,East,aggressive,CEM_II,44.1,16.39,0.0,20.48,4.09,0.97,-3.08,485
2023-09-23,SITE_007,East,aggressive,CEM_III,35.03,22.36,4.09,23.86,5.59,11.38,-5.0,485
2023-09-24,SITE_007,East,aggressive,CEM_I,50.14,31.02,5.59,33.19,7.76,0.2,-1.94,485
2023-09-25,SITE_007,East,aggressive,CEM_II,47.2,40.81,7.76,33.05,0.0,5.88,2.51,485
2023-09-26,SITE_007,East,aggressive,CEM_II,35.51,35.51,0.0,39.17,3.66,2.78,3.03,485
2023-09-27,SITE_007,East,aggressive,CEM_II,55.6,37.06,3.66,42.67,9.27,4.23,-1.51,485
2023-09-28,SITE_007,East,aggressive,CEM_II,41.91,0.0,9.27,21.14,30.41,25.9,1.04,485
2023-09-29,SITE_007,East,aggressive,CEM_II,46.41,0.0,30.41,47.15,77.56,19.84,-0.09,485
2023-09-30,SITE_007,East,aggressive,CEM_II,44.3,44.3,77.56,22.39,55.65,8.52,1.73,485
2023-10-01,SITE_007,East,aggressive,CEM_I,53.0,53.0,55.65,13.84,16.49,0.97,0.26,485
2023-10-02,SITE_007,East,aggressive,CEM_I,56.27,35.43,16.49,27.79,8.85,5.26,-5.0,485
2023-10-03,SITE_007,East,aggressive,CEM_I,47.15,38.86,8.85,30.01,0.0,3.35,1.14,485
2023-10-04,SITE_007,East,aggressive,CEM_III,58.71,35.18,0.0,35.18,0.0,1.57,2.23,485
2023-10-05,SITE_007,East,aggressive,CEM_I,51.93,16.81,0.0,16.81,0.0,13.65,0.84,485
2023-10-06,SITE_007,East,aggressive,CEM_I,36.68,22.8,0.0,22.8,0.0,1.12,0.05,485
2023-10-07,SITE_007,East,aggressive,CEM_III,32.5,22.35,0.0,27.94,5.59,0.72,-2.82,485
2023-10-08,SITE_007,East,aggressive,CEM_I,59.78,26.15,5.59,20.56,0.0,0.78,3.22,485
2023-10-09,SITE_007,East,aggressive,CEM_II,50.77,34.29,0.0,42.86,8.57,3.87,-3.21,485
2023-10-10,SITE_007,East,aggressive,CEM_III,52.57,18.9,8.57,10.33,0.0,6.6,2.23,485
2023-10-11,SITE_007,East,aggressive,CEM_III,36.33,36.33,0.0,37.56,1.23,7.74,8.78,485
2023-10-12,SITE_007,East,aggressive,CEM_I,38.27,38.27,1.23,47.2,10.16,0.3,2.22,485
2023-10-13,SITE_007,East,aggressive,CEM_III,53.59,39.67,10.16,39.42,9.91,0.97,-0.74,485
2023-10-14,SITE_007,East,aggressive,CEM_II,32.07,25.65,9.91,27.11,11.37,10.96,-0.93,485
2023-10-15,SITE_007,East,aggressive,CEM_I,34.42,27.54,11.37,45.08,28.91,3.04,-4.45,485
2023-10-16,SITE_007,East,aggressive,CEM_III,54.52,43.62,28.91,30.97,16.26,12.71,-2.36,485
2023-10-17,SITE_007,East,aggressive,CEM_II,37.12,29.69,16.26,37.84,24.41,14.57,-4.35,485
2023-10-18,SITE_007,East,aggressive,CEM_III,49.52,49.52,24.41,28.89,3.78,3.04,3.59,485
2023-10-19,SITE_007,East,aggressive,CEM_II,53.91,52.11,3.78,48.33,0.0,4.0,0.34,485
2023-10-20,SITE_007,East,aggressive,CEM_I,50.56,42.91,0.0,42.91,0.0,2.08,5.74,485
2023-10-21,SITE_007,East,aggressive,CEM_III,35.69,35.69,0.0,37.81,2.12,4.24,5.0,485
2023-10-22,SITE_007,East,aggressive,CEM_II,56.24,37.52,2.12,44.79,9.39,4.36,-1.59,485
2023-10-23,SITE_007,East,aggressive,CEM_II,41.87,41.87,9.39,47.7,15.22,5.11,8.11,485
2023-10-24,SITE_007,East,aggressive,CEM_II,44.69,33.19,15.22,17.97,0.0,1.01,0.24,485
2023-10-25,SITE_007,East,aggressive,CEM_II,54.31,44.41,0.0,44.41,0.0,1.76,6.6,485
2023-10-26,SITE_007,East,aggressive,CEM_II,59.72,23.03,0.0,23.03,0.0,3.87,0.6,485
2023-10-27,SITE_007,East,aggressive,CEM_I,43.32,41.26,0.0,41.26,0.0,3.0,1.06,485
2023-10-28,SITE_007,East,aggressive,CEM_I,48.26,13.5,0.0,16.87,3.37,1.68,-1.22,485
2023-10-29,SITE_007,East,aggressive,CEM_II,53.59,26.15,3.37,29.32,6.54,0.74,-2.26,485
2023-10-30,SITE_007,East,aggressive,CEM_I,52.63,19.84,6.54,18.27,4.97,2.46,-4.34,485
2023-10-31,SITE_007,East,aggressive,CEM_I,46.85,26.35,4.97,21.38,0.0,7.91,3.92,485
2023-11-01,SITE_007,East,aggressive,CEM_III,58.38,27.45,0.0,27.45,0.0,1.17,3.4,485
2023-11-02,SITE_007,East,aggressive,CEM_III,44.88,17.55,0.0,17.55,0.0,1.14,2.5,485
2023-11-03,SITE_007,East,aggressive,CEM_II,51.64,0.0,0.0,40.97,40.97,15.68,0.54,485
2023-11-04,SITE_007,East,aggressive,CEM_III,34.24,27.39,40.97,37.24,50.82,4.22,-1.2,485
2023-11-05,SITE_007,East,aggressive,CEM_III,34.47,34.47,50.82,14.74,31.09,2.44,0.73,485
2023-11-06,SITE_007,East,aggressive,CEM_III,40.68,32.54,31.09,46.24,44.79,3.19,-3.76,485
2023-11-07,SITE_007,East,aggressive,CEM_II,36.85,36.85,44.79,40.15,48.09,2.67,3.24,485
2023-11-08,SITE_007,East,aggressive,CEM_III,47.45,47.45,48.09,32.91,33.55,10.52,0.24,485
2023-11-09,SITE_007,East,aggressive,CEM_III,39.85,39.85,33.55,18.1,11.8,0.04,3.46,485
2023-11-10,SITE_007,East,aggressive,CEM_I,47.6,25.92,11.8,14.12,0.0,0.68,4.43,485
2023-11-11,SITE_007,East,aggressive,CEM_I,46.83,30.95,0.0,30.95,0.0,9.5,5.09,485
2023-11-12,SITE_007,East,aggressive,CEM_I,41.68,24.02,0.0,24.02,0.0,7.61,19.01,485
2023-11-13,SITE_007,East,aggressive,CEM_III,33.81,28.97,0.0,28.97,0.0,7.26,0.1,485
2023-11-14,SITE_007,East,aggressive,CEM_II,30.27,30.27,0.0,46.37,16.1,1.35,2.55,485
2023-11-15,SITE_007,East,aggressive,CEM_I,32.7,32.7,16.1,46.89,30.29,11.45,1.25,485
2023-11-16,SITE_007,East,aggressive,CEM_III,43.92,0.0,30.29,40.98,71.27,20.15,0.57,485
2023-11-17,SITE_007,East,aggressive,CEM_II,46.4,46.4,71.27,27.85,52.72,12.8,1.05,485
2023-11-18,SITE_007,East,aggressive,CEM_III,33.95,33.95,52.72,20.39,39.16,0.68,4.01,485
2023-11-19,SITE_007,East,aggressive,CEM_III,0.0,0.0,39.16,42.85,82.01,10.1,-0.79,485
2023-11-20,SITE_007,East,aggressive,CEM_III,35.54,35.54,82.01,28.62,75.09,4.02,0.36,485
2023-11-21,SITE_007,East,aggressive,CEM_I,51.36,51.36,75.09,49.34,73.07,13.4,4.4,485
